Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
68.67,FALSE,TRUE,359361,Drawings and Prints,Print,The Fireside,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1876–77,1871,1882,Monotype in black ink on white heavy laid paper,"plate: 16 3/4 x 23 1/16 in. (42.5 x 58.6 cm)
sheet: 19 3/4 x 25 1/2 in. (50.2 x 64.8 cm)","Harris Brisbane Dick Fund, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, and C. Douglas Dillon Gift, 1968",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359361,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Fireplaces|Human Figures,https://images.metmuseum.org/CRDImages/dp/web-large/DT11921.jpg
1972.636,FALSE,TRUE,359362,Drawings and Prints,Print,Landscape,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1892,1892,1892,"Monotype in oil colors, heightened with pastel",sheet: 10 x 13 3/8 in. (25.4 x 34 cm),"Purchase, Mr. and Mrs. Richard J. Bernhard Gift, 1972",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359362,2019-07-12T05:28:01.84Z,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,https://images.metmuseum.org/CRDImages/dp/web-large/DP815958.jpg
1972.571,FALSE,TRUE,359363,Drawings and Prints,Print,After the Bath III,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1891–92,1891,1892,"Lithograph, transfer, and crayon; first state of two","image: 9 13/16 x 9 1/16 in. (25 x 23 cm)
stone: 12 5/16 x 10 5/16 in. (31.2 x 26.2 cm)","Bequest of Clifford A. Furst and Harris Brisbane Dick Fund, by exchange, 1972",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359363,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/dp/web-large/DP822537.jpg
1987.1091,FALSE,TRUE,359364,Drawings and Prints,Print,After the Bath III,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1891–92,1891,1892,"Lithograph, transfer, and crayon; second state of two, printed on cream, textured, laid paper with watermark:  AL in double oval","image: 9 13/16 x 9 1/16 in. (25 x 23 cm)
stone: 11 7/16 x 9 1/4 in. (29 x 23.5 cm)
sheet: 14 3/4 x 10 5/8 in. (37.5 x 27 cm)","The Elisha Whittelsey Collection. The Elisha Whittelsey Fund, 1987",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359364,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/dp/web-large/DP822536.jpg
1974.547.1,FALSE,TRUE,359365,Drawings and Prints,Print,After the Bath (large version),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1891–92,1891,1892,"Lithograph, transfer, and crayon on laid paper; fifth (final) state","image: 11 13/16 x 12 3/16 in. (30 x 31 cm)
plate: 11 13/16 x 13 3/8 in. (30 x 34 cm)
sheet: 17 x 19 1/4 in. (43.2 x 48.9 cm)","Bequest of Clifford A. Furst, by exchange, 1974",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359365,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Human Figures,https://images.metmuseum.org/CRDImages/dp/web-large/DP820727.jpg
2003.20.5,FALSE,TRUE,364337,Drawings and Prints,Drawing,Italian Woman,,,,,,Artist,Attributed to,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1856–57,1851,1862,Graphite and watercolor on laid paper,sheet: 8 1/4 x 4 1/8 in. (21 x 10.5 cm),"The Walter H. and Leonore Annenberg Collection, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/364337,2019-07-03T04:43:52.37Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/dp/web-large/DP818917.jpg
66.65.2,FALSE,TRUE,436120,European Paintings,Painting,The Old Italian Woman,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1857,1857,1857,Oil on canvas,29 1/2 x 24 in. (74.9 x 61 cm),"Bequest of Charles Goldman, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436120,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Portraits|Women,https://images.metmuseum.org/CRDImages/ep/web-large/EP1004.jpg
29.100.128,TRUE,TRUE,436121,European Paintings,Painting,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1865,1865,1865,"Oil on canvas
",29 x 36 1/2 in. (73.7 x 92.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436121,2019-10-24T04:56:05.62Z,"Metropolitan Museum of Art, New York, NY",Women|Flowers|Vases,https://images.metmuseum.org/CRDImages/ep/web-large/DT1566.jpg
29.100.44,FALSE,TRUE,436122,European Paintings,Painting,The Collector of Prints,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1866,1866,1866,Oil on canvas,20 7/8 x 15 3/4 in. (53 x 40 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436122,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Men|Portraits,https://images.metmuseum.org/CRDImages/ep/web-large/DT1920.jpg
29.100.552,FALSE,TRUE,436123,European Paintings,Painting,"The Ballet from ""Robert le Diable""",,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1871,1871,1871,Oil on canvas,26 x 21 3/8 in. (66 x 54.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436123,2019-08-15T17:33:38.683Z,"Metropolitan Museum of Art, New York, NY",Performance|Men|Spectators|Dancing,https://images.metmuseum.org/CRDImages/ep/web-large/DT1911.jpg
29.100.40,FALSE,TRUE,436124,European Paintings,Drawing,"The Artist's Cousin, Probably Mrs. William Bell (Mathilde Musson, 1841–1878)",,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1873,1873,1873,"Pastel on green wove paper, now darkened to brown",18 5/8 x 15 1/8 in. (47.3 x 38.4 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436124,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Portraits|Women,https://images.metmuseum.org/CRDImages/ep/web-large/DP338363.jpg
29.100.185,FALSE,TRUE,436125,European Paintings,Drawing,Woman on a Sofa,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1875,1875,1875,"Oil colors freely mixed with turpentine, with touches of pastel, over graphite underdrawing, on pink paper",19 1/8 x 16 3/4 in. (48.6 x 42.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436125,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/ep/web-large/DP289327.jpg
29.100.38,FALSE,TRUE,436126,European Paintings,Drawing,At the Milliner's,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1882,1882,1882,"Pastel on pale gray wove paper (industrial wrapping paper), laid down on silk bolting",30 x 34 in. (76.2 x 86.4 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436126,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Hats|Women,https://images.metmuseum.org/CRDImages/ep/web-large/DT1046.jpg
29.100.41,FALSE,TRUE,436127,European Paintings,Drawing,Woman Bathing in a Shallow Tub,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1885,1885,1885,"Charcoal and pastel on light green wove paper, now discolored to warm gray, laid down on silk bolting","32 x 22 1/8in. (81.3 x 56.2cm)
","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436127,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Female Nudes|Bathing,https://images.metmuseum.org/CRDImages/ep/web-large/DP253483.jpg
29.100.37,FALSE,TRUE,436128,European Paintings,Drawing,Woman with a Towel,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1894 or 1898,1894,1894,Pastel on cream-colored wove paper with red and blue fibers throughout,"37 3/4 x 30in. (95.9 x 76.2cm)
Frame: 44 1/4 x 36 1/4 x 1 7/8 in. (112.4 x 92.1 x 4.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436128,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/ep/web-large/DP253482.jpg
29.100.190,FALSE,TRUE,436131,European Paintings,Drawing,Bather Stepping into a Tub,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1890,1885,1895,"Pastel and charcoal on blue laid paper, mounted at perimeter on backing board",22 x 18 3/4 in. (55.9 x 47.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436131,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Female Nudes|Bathing,https://images.metmuseum.org/CRDImages/ep/web-large/DP253484.jpg
1971.185,FALSE,TRUE,436132,European Paintings,Drawing,The Dance Lesson,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1879,1874,1884,"Pastel and black chalk on three pieces of wove paper, joined together",25 3/8 x 22 1/8 in. (64.5 x 56.2 cm),"H. O. Havemeyer Collection, Gift of Adaline Havemeyer Perkins, in memory of her father, Horace Havemeyer, 1971",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436132,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Dancing|Violins,https://images.metmuseum.org/CRDImages/ep/web-large/DT1883.jpg
1974.356.30,FALSE,TRUE,436134,European Paintings,Drawing,Dancer Onstage,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1877,1872,1882,"Gouache over graphite underdrawing on thin wove commercially coated yellow paper, laid down on board",Paper 6 3/4 x 8 3/8 in. (17.1 x 21.3 cm); board 7 x 9 in. (17.8 x 22.9 cm),"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436134,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Women|Dancing|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DT1913.jpg
29.100.188,FALSE,TRUE,436135,European Paintings,Drawing,Dancer with a Fan,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1880,1875,1885,Pastel on gray-green laid paper,24 x 16 1/2 in. (61 x 41.9 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436135,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Fans|Girls|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.188.bw.R.jpg
29.100.557,FALSE,TRUE,436136,European Paintings,Drawing,Dancer with a Fan,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1890–95,1890,1895,Pastel and charcoal on buff-colored wove tracing paper,21 7/8 x 19 1/4 in. (55.6 x 48.9 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436136,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",Fans|Women|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DT12066.jpg
64.165.1,FALSE,TRUE,436137,European Paintings,Drawing,The Dancers,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,,1854,1917,Pastel and charcoal on paper,28 x 23 1/4 in. (71.1 x 59.1 cm),"Gift of George N. and Helen M. Richard, 1964",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436137,2019-10-28T04:40:45.873Z,"Metropolitan Museum of Art, New York, NY",Women|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/77I_053R2M.jpg
29.100.127,FALSE,TRUE,436138,European Paintings,Painting,Dancers in the Rehearsal Room with a Double Bass,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1882–85,1882,1885,Oil on canvas,15 3/8 x 35 1/4 in. (39.1 x 89.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436138,2019-08-08T04:41:12.893Z,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Women|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DP275510.jpg
29.100.34,FALSE,TRUE,436139,European Paintings,Painting,Dancers Practicing at the Barre,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1877,1877,1877,Mixed media on canvas,29 3/4 x 32 in. (75.6 x 81.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436139,2019-08-13T14:03:09.47Z,"Metropolitan Museum of Art, New York, NY",Girls|Dancing|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DT840.jpg
29.100.42,FALSE,TRUE,436140,European Paintings,Painting,"Dancers, Pink and Green",,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1890,1885,1895,Oil on canvas,32 3/8 x 29 3/4 in. (82.2 x 75.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436140,2019-08-28T04:41:12.553Z,"Metropolitan Museum of Art, New York, NY",Women|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-033.jpg
29.100.184,FALSE,TRUE,436141,European Paintings,Painting,The Dancing Class,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1870,1870,1870,Oil on wood,7 3/4 x 10 5/8 in. (19.7 x 27 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436141,2019-08-08T04:41:12.893Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Dancing|Mirrors,https://images.metmuseum.org/CRDImages/ep/web-large/DT1564.jpg
29.100.555,FALSE,TRUE,436142,European Paintings,Drawing,Fan Mount: Ballet Girls,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1879,1879,1879,"Watercolor, silver, and gold on silk","7 1/2 x 22 3/4 in. (19.1 x 57.8 cm)

","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436142,2019-09-10T05:00:30.287Z,"Metropolitan Museum of Art, New York, NY",Girls|Dancers,https://images.metmuseum.org/CRDImages/ep/web-large/DT1869.jpg
29.100.554,FALSE,TRUE,436143,European Paintings,Drawing,Fan Mount: The Ballet,,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1879,1879,1879,"Watercolor, India ink, silver, and gold on silk",6 1/8 x 21 1/4 in. (15.6 x 54 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436143,2019-09-12T04:57:40.783Z,"Metropolitan Museum of Art, New York, NY",Fans|Women|Dancing,https://images.metmuseum.org/CRDImages/ep/web-large/DT241540.jpg
39.161,FALSE,TRUE,436144,European Paintings,Painting,James-Jacques-Joseph Tissot (1836–1902),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1867–68,1867,1868,Oil on canvas,59 5/8 x 44 in. (151.4 x 111.8 cm),"Rogers Fund, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436144,2019-09-24T05:01:33.66Z,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Artists,https://images.metmuseum.org/CRDImages/ep/web-large/DT2117.jpg
29.100.181,FALSE,TRUE,436145,European Paintings,Painting,Joseph-Henri Altès (1826–1895),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1868,1868,1868,Oil on canvas,9 7/8 x 7 7/8 in. (25.1 x 20 cm); with added strips 10 5/8 x 8 1/2 in. (27 x 21.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436145,2019-06-26T04:44:12.217Z,"Metropolitan Museum of Art, New York, NY",Men|Profiles,https://images.metmuseum.org/CRDImages/ep/web-large/DT204709.jpg
29.100.45,FALSE,TRUE,436149,European Paintings,Painting,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1869,1869,1869,Oil on canvas,21 3/4 x 25 5/8 in. (55.2 x 65.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436149,2019-07-11T04:57:01.927Z,"Metropolitan Museum of Art, New York, NY",Profiles|Women,https://images.metmuseum.org/CRDImages/ep/web-large/DT2156.jpg
29.100.182,FALSE,TRUE,436150,European Paintings,Painting,Mademoiselle Marie Dihau (1843–1935),,,,,,Artist,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834,1917,1867–68,1867,1868,Oil on canvas,8 3/4 x 10 3/4 in. (22.2 x 27.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436150,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",Profiles|Women|Musicians,https://images.metmuseum.org/CRDImages/ep/web-large/DT267444.jpg
